Start	End	Biotype	Strand	Name	Product	Bnb	JWnb	ECKnb
3619489	3620250	protein_coding	C	udp	uridine phosphorylase	b3831	JW3808	ECK3825
3620512	3621327	protein_coding	D	ysgA	predicted hydrolase	b3830	JW5853	ECK3824
3621367	3623628	protein_coding	C	metE	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	b3829	JW3805	ECK3823
3623865	3624818	protein_coding	D	metR	DNA-binding transcriptional activator%2C homocysteine-binding	b3828	JW3804	ECK3822
3624706	3625605	protein_coding	C	yigM	predicted inner membrane protein	b3827	JW3803	ECK3821
3625681	3626481	protein_coding	C	yigL	predicted hydrolase	b3826	JW5854	ECK3820
3626489	3627511	protein_coding	C	pldB	lysophospholipase L(2)	b3825	JW5584	ECK3819
3627622	3628242	protein_coding	D	rhtB	neutral amino-acid efflux system	b3824	JW5585	ECK3818
3628304	3628924	protein_coding	C	rhtC	threonine efflux system	b3823	JW5586	ECK3817
3628988	3630817	protein_coding	C	recQ	ATP-dependent DNA helicase	b3822	JW5855	ECK3816
3630950	3631819	protein_coding	C	pldA	outer membrane phospholipase A	b3821	JW3794	ECK3815
3631984	3632451	protein_coding	D	yigI	conserved hypothetical protein	b3820	JW5588	ECK3814
3632503	3633393	protein_coding	D	rarD	predicted chloramphenical resistance permease	b3819	JW5589	ECK3813
3633488	3633868	protein_coding	D	yigG	predicted inner membrane protein	b3818	JW5590	ECK3812
3633882	3634262	protein_coding	D	yigF	conserved inner membrane protein	b3817	JW3790	ECK3811
3634305	3635255	protein_coding	C	corA	magnesium/nickel/cobalt transporter	b3816	JW3789	ECK3810
3635625	3636389	protein_coding	D	yigE	hypothetical protein	b4482	JW5591	ECK3809
3636536	3638698	protein_coding	C	uvrD	DNA-dependent ATPase I and helicase II	b3813	JW3786	ECK3808
3638782	3639498	protein_coding	C	yigB	predicted hydrolase	b3812	JW3785	ECK3807
3639498	3640394	protein_coding	C	xerC	site-specific tyrosine recombinase	b3811	JW3784	ECK3806
3640391	3641098	protein_coding	C	yigA	conserved hypothetical protein	b3810	JW3783	ECK3805
3641095	3641919	protein_coding	C	dapF	diaminopimelate epimerase	b3809	JW5592	ECK3804
3641956	3642159	protein_coding	C	yifL	predicted lipoprotein	b4558	JW3781	ECK3803
3642346	3642831	protein_coding	C	yzcX	hypothetical protein	b3808	JW3780	ECK3802
3642622	3642942	protein_coding	D	cyaY	frataxin%2C iron-binding and oxidizing protein	b3807	JW3779	ECK3801
3642982	3645528	protein_coding	C	cyaA	adenylate cyclase	b3806	JW3778	ECK3800
3645915	3646856	protein_coding	D	hemC	hydroxymethylbilane synthase	b3805	JW5932	ECK3799
3646853	3647593	protein_coding	D	hemD	uroporphyrinogen III synthase	b3804	JW3776	ECK3798
3647615	3648796	protein_coding	D	hemX	uroporphyrinogen III methylase	b3803	JW3775	ECK3797
3648799	3649995	protein_coding	D	hemY	predicted protoheme IX synthesis protein	b3802	JW3774	ECK3796
3650078	3650249	misc_RNA	C	ryiA		b4456	JWR0257	ECK3795
3650674	3652329	protein_coding	D	aslA	acrylsulfatase-like enzyme	b3801	JW3773	ECK3794
3652488	3653723	protein_coding	C	aslB	predicted regulator of arylsulfatase activity	b3800	JW5594	ECK3793
3653870	3653946	tRNA	C	proM		b3799	JWR0091	ECK3792
3653989	3654075	tRNA	C	leuT		b3798	JWR0090	ECK3791
3654096	3654172	tRNA	C	hisR		b3797	JWR0089	ECK3790
3654230	3654306	tRNA	C	argX		b3796	JWR0088	ECK3789
3654409	3655794	protein_coding	C	yifK	predicted transporter	b3795	JW5595	ECK3788
3655985	3656725	protein_coding	C	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	b3794	JW3770	ECK3787
3656728	3658080	protein_coding	C	wzyE	predicted Wzy protein involved in ECA polysaccharide chain elongation	b3793	JW3769	ECK3786
3658077	3659156	protein_coding	C	rffT	TDP-Fuc4NAc:lipidII transferase	b4481	JW5596	ECK3785
3659153	3660403	protein_coding	C	wzxE	O-antigen translocase	b3792	JW3766	ECK3784
3660405	3661535	protein_coding	C	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	b3791	JW3765	ECK3783
3661540	3662085	protein_coding	C	rffC	TDP-fucosamine acetyltransferase	b3790	JW5597	ECK3782
3662192	3663073	protein_coding	C	rffH	glucose-1-phosphate thymidylyltransferase	b3789	JW3763	ECK3781
3663092	3664159	protein_coding	C	rffG	dTDP-glucose 4%2C6-dehydratase	b3788	JW5598	ECK3780
3664159	3665421	protein_coding	C	rffD	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	b3787	JW5599	ECK3779
3665418	3666548	protein_coding	C	rffE	UDP-N-acetyl glucosamine-2-epimerase	b3786	JW5600	ECK3778
3666604	3667650	protein_coding	C	wzzE	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	b3785	JW5601	ECK3777
3667662	3668765	protein_coding	C	rfe	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	b3784	JW3758	ECK3776
3669005	3670264	protein_coding	C	rho	transcription termination factor	b3783	JW3756	ECK3775
3670349	3670450	protein_coding	C	rhoL	rho operon leader peptide	b3782	JW3755	ECK3774
3670591	3670920	protein_coding	C	trxA	thioredoxin 1	b3781	JW5856	ECK3773
3671051	3672316	protein_coding	D	rhlB	ATP-dependent RNA helicase	b3780	JW3753	ECK3772
3672452	3673936	protein_coding	D	gpp	guanosine pentaphosphatase/exopolyphosphatase	b3779	JW5603	ECK3771
3673983	3676004	protein_coding	C	rep	DNA helicase and single-stranded DNA-dependent ATPase	b3778	JW5604	ECK3770
3676394	3676669	protein_coding	D	yifO	conserved hypothetical protein	b3776	JW3749	ECK3768
3676868	3677149	protein_coding	D	ppiC	peptidyl-prolyl cis-trans isomerase C	b3775	JW3748	ECK3767
3677236	3678711	protein_coding	C	ilvC	ketol-acid reductoisomerase%2C NAD(P)-binding	b3774	JW3747	ECK3766
3678861	3679754	protein_coding	D	ilvY	DNA-binding transcriptional dual regulator	b3773	JW3746	ECK3765
3679806	3681350	protein_coding	C	ilvA	threonine deaminase	b3772	JW3745	ECK3764
3681353	3683203	protein_coding	C	ilvD	dihydroxyacid dehydratase	b3771	JW5605	ECK3763
3683268	3684197	protein_coding	C	ilvE	branched-chain amino-acid aminotransferase	b3770	JW5606	ECK3762
3684217	3684480	protein_coding	C	ilvM	acetolactate synthase II%2C small subunit	b3769	JW3742	ECK3761
3686261	3686359	protein_coding	C	ilvL	ilv operon leader peptide	b3766	JW3739	ECK3759
3686682	3688232	protein_coding	D	yifB	predicted bifunctional protein%2C enzyme and transcriptional regulator	b3765	JW3738	ECK3758
3688257	3688595	protein_coding	C	yifE	conserved hypothetical protein	b3764	JW3737	ECK3757
3688714	3689553	protein_coding	D	hdfR	DNA-binding transcriptional regulator	b4480	JW5607	ECK3756
3689649	3689724	tRNA	C	trpT		b3761	JWR0087	ECK3755
3689733	3689809	tRNA	C	aspT		b3760	JWR0086	ECK3754
3689862	3689981	rRNA	C	rrfC		b3759	JWR0085	ECK3753
3690074	3692977	rRNA	C	rrlC		b3758	JWR0084	ECK3752
3693171	3693246	tRNA	C	gltU		b3757	JWR0083	ECK3751
3693332	3694873	rRNA	C	rrsC		b3756	JWR0082	ECK3750
3695354	3696046	protein_coding	D	yieP	predicted transcriptional regulator	b3755	JW5608	ECK3749
3696069	3697496	protein_coding	D	hsrA	predicted multidrug or homocysteine efflux system	b3754	JW3733	ECK3748
3697462	3698454	protein_coding	C	rbsR	DNA-binding transcriptional repressor	b3753	JW3732	ECK3747
3698458	3699387	protein_coding	C	rbsK	ribokinase	b3752	JW3731	ECK3746
3699513	3700403	protein_coding	C	rbsB	D-ribose transporter subunit	b3751	JW3730	ECK3745
3700428	3701393	protein_coding	C	rbsC	D-ribose transporter subunit	b3750	JW3729	ECK3744
3701398	3702903	protein_coding	C	rbsA	fused D-ribose transporter subunits and ATP-binding components ABC superfamily	b3749	JW3728	ECK3743
3702911	3703330	protein_coding	C	rbsD	predicted cytoplasmic sugar-binding protein	b3748	JW5857	ECK3742
3703497	3705365	protein_coding	C	trkD	potassium transporter	b3747	JW5609	ECK3741
3705588	3707084	protein_coding	D	yieN	fused predicted transcriptional regulators	b3746	JW3725	ECK3740
3707078	3708529	protein_coding	D	yieM	predicted von Willibrand factor containing protein	b3745	JW5610	ECK3739
3708534	3709526	protein_coding	C	asnA	asparagine synthetase A	b3744	JW3722	ECK3738
3709678	3710136	protein_coding	D	asnC	DNA-binding transcriptional dual regulator	b3743	JW3721	ECK3737
3710226	3710669	protein_coding	D	mioC	FMN-binding protein MioC	b3742	JW3720	ECK3736
3711048	3712937	protein_coding	D	gidA	glucose-inhibited cell-division protein	b3741	JW3719	ECK3734
3713001	3713624	protein_coding	D	gidB	methyltransferase%2C glucose-inhibited cell-division protein	b3740	JW3718	ECK3733
3714241	3714621	protein_coding	D	atpI	ATP synthase%2C membrane-bound accesory subunit	b3739	JW5611	ECK3732
3714630	3715445	protein_coding	D	atpB	F0 sector of membrane-bound ATP synthase%2C subunit a	b3738	JW3716	ECK3731
3715492	3715731	protein_coding	D	atpE	F0 sector of membrane-bound ATP synthase%2C subunit c	b3737	JW3715	ECK3730
3715793	3716263	protein_coding	D	atpF	F0 sector of membrane-bound ATP synthase%2C subunit b	b3736	JW3714	ECK3729
3716278	3716811	protein_coding	D	atpH	F1 sector of membrane-bound ATP synthase%2C delta subunit	b3735	JW3713	ECK3728
3716824	3718365	protein_coding	D	atpA	F1 sector of membrane-bound ATP synthase%2C alpha subunit	b3734	JW3712	ECK3727
3718416	3719279	protein_coding	D	atpG	F1 sector of membrane-bound ATP synthase%2C gamma subunit	b3733	JW3711	ECK3726
3719306	3720688	protein_coding	D	atpD	F1 sector of membrane-bound ATP synthase%2C beta subunit	b3732	JW3710	ECK3725
3720709	3721128	protein_coding	D	atpC	F1 sector of membrane-bound ATP synthase%2C epsilon subunit	b3731	JW3709	ECK3724
3721481	3722851	protein_coding	D	glmU	fused N-acetyl glucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyl transferase	b3730	JW3708	ECK3723
3723013	3724842	protein_coding	D	glmS	L-glutamine:D-fructose-6-phosphate aminotransferase	b3729	JW3707	ECK3722
3725156	3726196	protein_coding	D	pstS	phosphate transporter subunit	b3728	JW3706	ECK3721
3726283	3727242	protein_coding	D	pstC	phosphate transporter subunit	b3727	JW3705	ECK3720
3727242	3728132	protein_coding	D	pstA	phosphate transporter subunit	b3726	JW3704	ECK3719
3728315	3729088	protein_coding	D	pstB	phosphate transporter subunit	b3725	JW3703	ECK3718
3729103	3729828	protein_coding	D	phoU	DNA-binding transcriptional regulator	b3724	JW3702	ECK3717
3730114	3730950	protein_coding	D	bglG	transcriptional antiterminator of the bgl operon	b3723	JW3701	ECK3716
3731084	3732961	protein_coding	D	bglF	fused beta-glucoside-specific PTS enzyme IIABC components	b3722	JW3700	ECK3715
3732980	3734392	protein_coding	D	bglB	cryptic phospho-beta-glucosidase B	b3721	JW3699	ECK3714
3734461	3736077	protein_coding	D	bglH	carbohydrate-specific outer membrane porin%2C cryptic	b3720	JW3698	ECK3713
3736077	3737273	protein_coding	D	yieL	predicted xylanase	b3719	JW5612	ECK3712
3737288	3738010	protein_coding	D	yieK	predicted 6-phosphogluconolactonase	b3718	JW5613	ECK3711
3738072	3738659	protein_coding	C	cbrC	conserved hypothetical protein	b3717	JW3695	ECK3710
3738708	3739175	protein_coding	C	yieI	predicted inner membrane protein	b3716	JW3694	ECK3709
3739242	3739907	protein_coding	C	yieH	predicted hydrolase	b3715	JW3693	ECK3708
3740072	3741409	protein_coding	D	yieG	predicted inner membrane protein	b3714	JW3692	ECK3707
3741463	3742029	protein_coding	C	yieF	chromate reductase%2C Class I%2C flavoprotein	b3713	JW3691	ECK3706
3742051	3742812	protein_coding	C	yieE	predicted phosphopantetheinyl transferase	b3712	JW3690	ECK3705
3742944	3743867	protein_coding	C	insD-10	IS2 element protein		JW5933	ECK0358
3743807	3744172	protein_coding	C	insC-9	IS2 element protein		JW5934	ECK0357
3744293	3745252	protein_coding	C	yidZ	predicted DNA-binding transcriptional regulator	b3711	JW3689	ECK3704
3745227	3746402	protein_coding	C	mdtL	multidrug efflux system protein	b3710	JW3688	ECK3703
3746979	3747959	protein_coding	D	insH-15	IS5 element protein		JW5935	ECK0261
3749071	3750486	protein_coding	C	tnaA	tryptophanase/L-cysteine desulfhydrase%2C PLP-dependent	b3708	JW3686	ECK3701
3750659	3751639	protein_coding	D	insH-16	IS5 element protein		JW5936	ECK0261
3751906	3751980	protein_coding	C	tnaC	tryptophanase leader peptide	b3707	JW3685	ECK3700
3752223	3753587	protein_coding	C	trmE	GTPase	b3706	JW3684	ECK3699
3753693	3755339	protein_coding	C	yidC	cytoplasmic insertase into membrane protein%2C Sec system	b3705	JW3683	ECK3698
3755342	3755599	protein_coding	C	yidD	hypothetical protein	b4557	JW3682	ECK3697
3755563	3755922	protein_coding	C	rnpA	protein C5 component of RNase P	b3704	JW3681	ECK3696
3755939	3756079	protein_coding	C	rpmH	50S ribosomal subunit protein L34	b3703	JW3680	ECK3695
3756686	3758089	protein_coding	D	dnaA	chromosomal replication initiator protein DnaA%2C DNA-binding transcriptional dual regulator	b3702	JW3679	ECK3694
3758094	3759194	protein_coding	D	dnaN	DNA polymerase III%2C beta subunit	b3701	JW3678	ECK3693
3759194	3760267	protein_coding	D	recF	gap repair protein	b3700	JW3677	ECK3692
3760296	3762710	protein_coding	D	gyrB	DNA gyrase%2C subunit B	b3699	JW5625	ECK3691
3762950	3763348	protein_coding	D	yidB	conserved hypothetical protein	b3698	JW3675	ECK3690
3763463	3764275	protein_coding	D	yidA	predicted hydrolase	b3697	JW3674	ECK3689
3764321	3764977	protein_coding	C	yidX	predicted lipoproteinC	b3696	JW5858	ECK3688
3765255	3765944	protein_coding	D	dgoR	predicted DNA-binding transcriptional regulator	b4479	JW5627	ECK3687
3765941	3766819	protein_coding	D	dgoK	2-oxo-3-deoxygalactonate kinase	b3693	JW3670	ECK3686
3766803	3767420	protein_coding	D	dgoA	2-oxo-3-deoxygalactonate 6-phosphate aldolase	b4477	JW5628	ECK3685
3767417	3768565	protein_coding	D	dgoD	galactonate dehydratase	b4478	JW5629	ECK3684
3768685	3769977	protein_coding	D	dgoT	D-galactonate transporter	b3691	JW5859	ECK3683
3769974	3771038	protein_coding	C	cbrA	predicted oxidoreductase%2C FAD/NAD(P)-binding domain	b3690	JW5631	ECK3682
3771139	3772353	protein_coding	D	yidR	conserved hypothetical protein	b3689	JW5860	ECK3681
3772355	3772687	protein_coding	C	yidQ	conserved outer membrane protein	b3688	JW5633	ECK3680
3772993	3773406	protein_coding	D	ibpA	heat shock chaperone	b3687	JW3664	ECK3679
3773518	3773946	protein_coding	D	ibpB	heat shock chaperone	b3686	JW3663	ECK3678
3774142	3775803	protein_coding	D	yidE	predicted transporter	b3685	JW3662	ECK3677
3775800	3776516	protein_coding	C	yidP	predicted DNA-binding transcriptional regulator	b3684	JW3661	ECK3676
3776812	3777918	protein_coding	D	glvC	arbutin specific enzyme IIC component of PTS	b3683	JW3660	ECK3675
3777943	3778428	protein_coding	D	glvB	arbutin specific enzyme IIB component of PTS	b3682	JW3659	ECK3674
3779239	3780162	protein_coding	C	yidL	predicted DNA-binding transcriptional regulator	b3680	JW3656	ECK3671
3780299	3782014	protein_coding	D	yidK	predicted transporter	b3679	JW3655	ECK3670
3782011	3783504	protein_coding	D	yidJ	predicted sulfatase/phosphatase	b3678	JW3654	ECK3669
3783551	3784000	protein_coding	C	yidI	predicted inner membrane protein	b3677	JW3653	ECK3668
3784108	3784455	protein_coding	D	yidH	conserved inner membrane protein	b3676	JW3652	ECK3667
3784445	3784807	protein_coding	D	yidG	predicted inner membrane protein	b3675	JW3651	ECK3666
3784804	3785301	protein_coding	D	yidF	predicted DNA-binding transcriptional regulator	b3674	JW3650	ECK3665
3785309	3786493	protein_coding	C	emrD	multidrug efflux system protein	b3673	JW5634	ECK3664
3787427	3787525	protein_coding	D	ivbL	ilvB operon leader peptide	b3672	JW3647	ECK3663
3787631	3789319	protein_coding	D	ilvB	acetolactate synthase I%2C large subunit	b3671	JW3646	ECK3662
3789323	3789613	protein_coding	D	ilvN	acetolactate synthase I%2C small subunit	b3670	JW3645	ECK3661
3789689	3790279	protein_coding	D	uhpA	DNA-binding response regulator in two-component regulatory system wtih UhpB	b3669	JW3644	ECK3660
3790279	3791781	protein_coding	D	uhpB	sensory histidine kinase in two-component regulatory sytem with UhpA	b3668	JW3643	ECK3659
3791791	3793110	protein_coding	D	uhpC	membrane protein regulates uhpT expression	b3667	JW3642	ECK3658
3793248	3794639	protein_coding	D	uhpT	hexose phosphate transporter	b3666	JW3641	ECK3657
3794685	3796451	protein_coding	C	ade	cryptic adenine deaminase	b3665	JW3640	ECK3656
3796626	3797960	protein_coding	D	yicO	predicted xanthine/uracil permase	b3664	JW5636	ECK3655
3798013	3798465	protein_coding	D	yicN	conserved hypothetical protein	b3663	JW5637	ECK3654
3798511	3799866	protein_coding	D	yicM	predicted transporter	b3662	JW5938	ECK3653
3799907	3800200	protein_coding	C	yicS	hypothetical protein	b4555	JW5965	ECK3652
3800422	3801240	protein_coding	D	nlpA	cytoplasmic membrane lipoprotein-28	b3661	JW3635	ECK3651
3801244	3802167	protein_coding	C	yicL	predicted inner membrane protein	b3660	JW3634	ECK3650
3802278	3803462	protein_coding	C	setC	predicted sugar efflux system	b3659	JW3633	ECK3649
3804099	3804193	tRNA	C	selC		b3658	JWR0081	ECK3648
3804486	3805868	protein_coding	D	yicJ	predicted transporter	b3657	JW5939	ECK3647
3805878	3808196	protein_coding	D	yicI	predicted alpha-glucosidase	b3656	JW3631	ECK3646
3808249	3809958	protein_coding	C	yicH	conserved hypothetical protein	b3655	JW3630	ECK3645
3810079	3811470	protein_coding	C	yicE	predicted transporter	b3654	JW3629	ECK3644
3811750	3812955	protein_coding	D	gltS	glutamate transporter	b3653	JW3628	ECK3643
3813124	3815205	protein_coding	C	recG	ATP-dependent DNA helicase	b3652	JW3627	ECK3642
3815211	3815900	protein_coding	C	trmH	tRNA (Guanosine-2'-O-)-methyltransferase	b3651	JW3626	ECK3641
3815907	3818015	protein_coding	C	spoT	bifunctional (p)ppGpp synthetase II and guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase	b3650	JW3625	ECK3640
3818034	3818309	protein_coding	C	rpoZ	RNA polymerase%2C omega subunit	b3649	JW3624	ECK3639
3818364	3818987	protein_coding	C	gmk	guanylate kinase	b3648	JW3623	ECK3638
3819245	3820927	protein_coding	D	ligB	DNA ligase%2C NAD(+)-dependent	b3647	JW3622	ECK3637
3820924	3821541	protein_coding	C	yicG	conserved inner membrane protein	b3646	JW3621	ECK3636
3821831	3822655	protein_coding	C	dinD	DNA-damage-inducible protein	b3645	JW3620	ECK3635
3822876	3823739	protein_coding	C	yicC	conserved hypothetical protein	b3644	JW3619	ECK3634
3824647	3825288	protein_coding	D	pyrE	orotate phosphoribosyltransferase	b3642	JW3617	ECK3632
3825325	3825921	protein_coding	C	ttk	division inhibitor	b3641	JW5641	ECK3631
3826028	3826483	protein_coding	C	dut	deoxyuridinetriphosphatase	b3640	JW3615	ECK3630
3826464	3827684	protein_coding	C	dfp	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase%2C FMN-binding	b3639	JW5642	ECK3629
3827856	3828524	protein_coding	D	yicR	protein associated with replication fork%2C possible DNA repair protein	b3638	JW5643	ECK3628
3828741	3828977	protein_coding	D	rpmB	50S ribosomal subunit protein L28	b3637	JW3612	ECK3627
3828998	3829165	protein_coding	D	rpmG	50S ribosomal subunit protein L33	b3636	JW3611	ECK3626
3829263	3830072	protein_coding	D	mutM	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	b3635	JW3610	ECK3625
3830111	3830590	protein_coding	C	coaD	pantetheine-phosphate adenylyltransferase	b3634	JW3609	ECK3624
3830598	3831875	protein_coding	C	kdtA	3-deoxy-D-manno-octulosonic-acid transferase	b3633	JW3608	ECK3623
3832317	3833351	protein_coding	D	rfaQ	lipopolysaccharide core biosynthesis protein	b3632	JW3607	ECK3622
3833348	3834472	protein_coding	D	rfaG	glucosyltransferase I	b3631	JW3606	ECK3621
3834465	3835262	protein_coding	D	rfaP	kinase that phosphorylates core heptose of lipopolysaccharide	b3630	JW3605	ECK3620
3835299	3836234	protein_coding	D	rfaS	lipopolysaccharide core biosynthesis protein	b3629	JW3604	ECK3619
